Postcode,shortPostcode,Avg_download,District,Town,County
S663QJ,S663,27.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QN,S663,34.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QP,S663,33.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QR,S663,31.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QS,S663,17,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QU,S663,33,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QW,S663,41,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QX,S663,20.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QY,S663,16.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663QZ,S663,13.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RA,S663,20.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RB,S663,14.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RD,S663,13.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RE,S663,13.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RF,S663,16.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RG,S663,25.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RH,S663,22.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RL,S663,36.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RN,S663,26.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RR,S663,27.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RS,S663,26,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RT,S663,33.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RU,S663,30.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RW,S663,32,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RX,S663,34.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RY,S663,30.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663RZ,S663,32,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663SA,S663,47.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663SD,S663,37.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663SE,S663,34.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663SG,S663,34.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663SH,S663,28.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663TB,S663,36.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663WA,S663,24,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663WQ,S663,33.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XA,S663,35.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XB,S663,48.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XD,S663,23.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XE,S663,50.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XH,S663,33.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XJ,S663,24.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XN,S663,30.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XP,S663,40.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XQ,S663,36,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XR,S663,39.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XS,S663,41.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XT,S663,25.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XU,S663,37.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XX,S663,28.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XY,S663,29.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663XZ,S663,25.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YB,S663,22,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YD,S663,32.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YE,S663,48.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YF,S663,27.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YH,S663,36.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YJ,S663,35.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YL,S663,32.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YQ,S663,46.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YS,S663,37.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YT,S663,38.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YU,S663,38.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YW,S663,24.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YX,S663,31.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YY,S663,35.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663YZ,S663,41,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZB,S663,18.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZD,S663,21.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZE,S663,28.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZG,S663,16.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZH,S663,24.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZJ,S663,20.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZN,S663,51.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZP,S663,38.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZQ,S663,46,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZS,S663,33.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZT,S663,26,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZU,S663,39,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZW,S663,40.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZX,S663,31.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S663ZY,S663,32.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667AE,S667,20.8,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AF,S667,24.6,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AG,S667,19.7,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AJ,S667,45.4,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AL,S667,42.7,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AN,S667,38.3,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AQ,S667,32.8,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AR,S667,34.7,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AS,S667,28.6,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AU,S667,29.4,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AW,S667,40.5,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AX,S667,28.9,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667AZ,S667,27,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667BB,S667,27.5,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667BD,S667,18.8,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667BE,S667,31.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BG,S667,29.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BH,S667,36.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BL,S667,37.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BN,S667,34.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BQ,S667,34.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667BT,S667,29.7,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667BZ,S667,37.9,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667DA,S667,24.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DB,S667,20.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DD,S667,25.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DE,S667,22.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DF,S667,23.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DG,S667,22.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DH,S667,21,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DJ,S667,23.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DL,S667,30.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DN,S667,32.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DP,S667,19.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DQ,S667,30,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DR,S667,29.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DS,S667,37.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DU,S667,28,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DW,S667,22.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DX,S667,28.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DY,S667,27.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667DZ,S667,31.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EA,S667,37.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EE,S667,24.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EF,S667,33.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EG,S667,29.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EJ,S667,23.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EL,S667,25.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EN,S667,29.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EP,S667,36.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EQ,S667,22.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667ES,S667,26.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EU,S667,23.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EW,S667,30.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EX,S667,29.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EY,S667,27,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667EZ,S667,35.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667FA,S667,6.3,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667FL,S667,35.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HA,S667,33.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HB,S667,34.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HD,S667,37.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HF,S667,27.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HG,S667,20.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HH,S667,28.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HJ,S667,25.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HL,S667,22.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HN,S667,28.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HS,S667,26.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HU,S667,24.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HX,S667,27.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HY,S667,31.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667HZ,S667,40.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JB,S667,29,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JD,S667,22.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JE,S667,22.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JF,S667,28.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JG,S667,21.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JH,S667,15.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JJ,S667,25.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JL,S667,35.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JN,S667,54.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JP,S667,31.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JR,S667,29.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JS,S667,27.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JT,S667,25.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JU,S667,35.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JW,S667,35.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667JY,S667,24.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LA,S667,32,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LB,S667,24.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LE,S667,24.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LF,S667,30.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LH,S667,31.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LJ,S667,44.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LL,S667,28.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LN,S667,45.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LP,S667,29.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LR,S667,28.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LS,S667,27.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LT,S667,37.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LU,S667,20.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LW,S667,30.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667LY,S667,35.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NA,S667,39.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NB,S667,27.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667ND,S667,34.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NE,S667,22.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NF,S667,20.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NG,S667,19.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NR,S667,25.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NS,S667,21.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667NU,S667,20.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PA,S667,50.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PB,S667,24.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PD,S667,27.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PF,S667,24,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PG,S667,40.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PH,S667,24.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PJ,S667,19.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PL,S667,23.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PN,S667,19,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PS,S667,29.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667PW,S667,29.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667QA,S667,26.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667QF,S667,34.2,SHEFFIELD,ROTHERHAM,SOUTH YORKSHIRE
S667QJ,S667,24.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667QL,S667,24.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667QR,S667,10.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667QX,S667,4,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667QY,S667,3.8,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RA,S667,13.2,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RB,S667,6.7,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RD,S667,4.5,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RR,S667,2,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RS,S667,12.9,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RW,S667,7.3,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667RX,S667,27.5,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S667SG,S667,13.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667SJ,S667,31.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S667SL,S667,18.5,DONCASTER,ROTHERHAM,SOUTH YORKSHIRE
S668AD,S668,39.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AF,S668,26.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AG,S668,25.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AH,S668,10.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AJ,S668,31.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AN,S668,20.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AP,S668,21.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AQ,S668,31,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AR,S668,33.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AS,S668,40,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AT,S668,23.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AU,S668,24,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AW,S668,26,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AX,S668,29.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AY,S668,26.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668AZ,S668,26.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BD,S668,41.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BG,S668,21.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BH,S668,14.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BL,S668,23.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BN,S668,19.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BP,S668,22.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BQ,S668,33.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BS,S668,27.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BT,S668,29.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BU,S668,38.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BW,S668,24.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BY,S668,28.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668BZ,S668,31.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DA,S668,41.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DD,S668,23.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DE,S668,19.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DF,S668,21.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DG,S668,25.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DH,S668,18.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DL,S668,25.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DN,S668,21.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DP,S668,21.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DQ,S668,19.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DR,S668,28.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DT,S668,23.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DU,S668,32.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DW,S668,25.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DX,S668,27.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668DY,S668,20.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EA,S668,12,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EB,S668,22.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668ED,S668,19.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EE,S668,29.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EF,S668,19.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EG,S668,32,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EH,S668,31.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EJ,S668,9.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EQ,S668,16.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668ES,S668,38.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EU,S668,22,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EX,S668,23.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668EY,S668,33,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668GE,S668,28.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HA,S668,29,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HB,S668,24.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HD,S668,22.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HE,S668,23.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HF,S668,24.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HG,S668,28.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HH,S668,30.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HJ,S668,34.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HL,S668,27.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HN,S668,5.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HP,S668,38.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HQ,S668,18.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HR,S668,4.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HS,S668,21.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HT,S668,18.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HW,S668,24.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HX,S668,36.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668HZ,S668,15.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JB,S668,38.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JD,S668,25.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JF,S668,29.3,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JG,S668,24.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JH,S668,29.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JJ,S668,24.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JP,S668,32,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JQ,S668,23.2,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JR,S668,18.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JS,S668,26.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JT,S668,25.7,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JU,S668,40.5,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JW,S668,20.6,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668JZ,S668,6.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LA,S668,27.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LG,S668,27.9,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LH,S668,34.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LL,S668,31.4,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LN,S668,30.8,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
S668LP,S668,28.1,ROTHERHAM,ROTHERHAM,SOUTH YORKSHIRE
