Postcode,shortPostcode,Avg_download,District,Town,County
BD100AA,BD10,39.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AB,BD10,72,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AE,BD10,28,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AF,BD10,91.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AG,BD10,11.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AH,BD10,32,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AJ,BD10,69.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AL,BD10,73,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AN,BD10,53.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AP,BD10,23.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AQ,BD10,65.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AT,BD10,60.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AU,BD10,81.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AW,BD10,66.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100AX,BD10,75,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BA,BD10,19.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BB,BD10,46.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BD,BD10,61.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BE,BD10,60.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BG,BD10,49.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BJ,BD10,45.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BL,BD10,82.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BN,BD10,51.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BP,BD10,58.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BS,BD10,30.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BW,BD10,60.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BX,BD10,69,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100BY,BD10,64.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DA,BD10,71.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DB,BD10,49.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DH,BD10,92.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DJ,BD10,53.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DL,BD10,54.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DN,BD10,58.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DP,BD10,99.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DR,BD10,73.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DS,BD10,61.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DT,BD10,69.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DW,BD10,45.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DX,BD10,46,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100DZ,BD10,86.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100EA,BD10,51,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100EP,BD10,74.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100ER,BD10,67.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100ES,BD10,73,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100ET,BD10,87.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100EY,BD10,66.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100FA,BD10,83.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100FB,BD10,75.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100FF,BD10,9.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HD,BD10,45,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HE,BD10,89.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HF,BD10,54.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HJ,BD10,69.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HL,BD10,64.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HN,BD10,72.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HS,BD10,54.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HW,BD10,57.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HX,BD10,64.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100HY,BD10,53.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JA,BD10,49.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JB,BD10,64.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JF,BD10,49.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JG,BD10,71.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JH,BD10,52.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JJ,BD10,59.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JL,BD10,59.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JN,BD10,60.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JP,BD10,47.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JQ,BD10,48.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JR,BD10,54.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JS,BD10,76.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JT,BD10,66.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JU,BD10,67.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JX,BD10,64.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100JY,BD10,60.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LB,BD10,53.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LE,BD10,71.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LH,BD10,41.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LJ,BD10,49.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LL,BD10,57.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LP,BD10,23.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LQ,BD10,21.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LR,BD10,34.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LS,BD10,26.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LT,BD10,34.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LU,BD10,40.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LW,BD10,28.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100LZ,BD10,39.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NA,BD10,16.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NB,BD10,70.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100ND,BD10,33.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NF,BD10,44.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NH,BD10,77.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NQ,BD10,23.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NT,BD10,28.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NX,BD10,10.2,LEEDS,BRADFORD,WEST YORKSHIRE
BD100NY,BD10,6.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100NZ,BD10,8.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100PA,BD10,20.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PH,BD10,33.8,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PJ,BD10,22.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PN,BD10,20.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PP,BD10,22.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PQ,BD10,16.9,LEEDS,BRADFORD,WEST YORKSHIRE
BD100PX,BD10,30.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QA,BD10,55.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QE,BD10,43.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QG,BD10,25.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QH,BD10,16,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QJ,BD10,27.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QL,BD10,26.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QN,BD10,82.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QQ,BD10,52,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QT,BD10,96.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QU,BD10,56.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QX,BD10,31.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100QZ,BD10,25,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RA,BD10,77.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RF,BD10,9.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RG,BD10,18.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RH,BD10,45.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RJ,BD10,56.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RL,BD10,65.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RN,BD10,43.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RP,BD10,26.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RQ,BD10,39.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RR,BD10,52.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RT,BD10,67.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RU,BD10,93.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RW,BD10,31.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RX,BD10,51.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RY,BD10,89.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100RZ,BD10,8.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SA,BD10,72.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SB,BD10,38.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SD,BD10,49,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SE,BD10,62.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SG,BD10,91.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SJ,BD10,29.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SN,BD10,70.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SP,BD10,45.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SQ,BD10,62.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SR,BD10,52.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SS,BD10,59.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SU,BD10,73.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SX,BD10,64.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100SY,BD10,53.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TA,BD10,25.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TE,BD10,69.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TH,BD10,56,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TQ,BD10,32.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TR,BD10,55.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TS,BD10,57.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TT,BD10,17.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TX,BD10,30.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TY,BD10,40.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100TZ,BD10,37.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UF,BD10,36.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UG,BD10,26.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UH,BD10,66.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UJ,BD10,59.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UL,BD10,69.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UN,BD10,75.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UP,BD10,43.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UQ,BD10,38,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UR,BD10,29.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UT,BD10,41.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD100UW,BD10,39.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AB,BD10,89,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AD,BD10,89.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AE,BD10,89.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AG,BD10,66.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AN,BD10,30.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AQ,BD10,38.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AR,BD10,48.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AS,BD10,34,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AU,BD10,90.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108AW,BD10,96.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BA,BD10,80.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BB,BD10,72.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BD,BD10,66.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BE,BD10,93.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BG,BD10,109.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BL,BD10,53.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BN,BD10,87.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BQ,BD10,30.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BS,BD10,40.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BT,BD10,79,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BU,BD10,71.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BW,BD10,76.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108BY,BD10,69.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DA,BD10,88.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DB,BD10,79,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DD,BD10,41.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DE,BD10,61.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DF,BD10,13.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DH,BD10,52.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DJ,BD10,47.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DL,BD10,52.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DN,BD10,24.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108DX,BD10,40.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EE,BD10,49,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EG,BD10,28.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EP,BD10,10.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108ER,BD10,17.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108ES,BD10,72.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108ET,BD10,48.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EU,BD10,58,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EX,BD10,62.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EY,BD10,44.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108EZ,BD10,56.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108HY,BD10,48.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JD,BD10,64.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JE,BD10,87.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JF,BD10,110.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JH,BD10,65.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JJ,BD10,61.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JL,BD10,56.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JP,BD10,62.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JQ,BD10,44.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JR,BD10,40.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JS,BD10,34,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JT,BD10,66.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JW,BD10,13.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JX,BD10,30.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108JZ,BD10,56.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LA,BD10,57.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LB,BD10,100.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LE,BD10,19.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LF,BD10,93.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LG,BD10,57.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LJ,BD10,70.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LL,BD10,42.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LN,BD10,28.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LP,BD10,27.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LR,BD10,39.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LS,BD10,67.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LT,BD10,45,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LX,BD10,58.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108LZ,BD10,32.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NB,BD10,81.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108ND,BD10,24.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NE,BD10,35.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NJ,BD10,76.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NN,BD10,37.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NP,BD10,19.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NT,BD10,18.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NU,BD10,47.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NX,BD10,56.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108NY,BD10,82.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PA,BD10,58.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PB,BD10,60.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PD,BD10,72.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PE,BD10,66.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PG,BD10,38.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PJ,BD10,57.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PL,BD10,30.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PN,BD10,53.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PQ,BD10,77.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PR,BD10,56.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PS,BD10,18,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PU,BD10,41.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PW,BD10,67.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PX,BD10,19,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108PY,BD10,50.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QE,BD10,36,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QF,BD10,48.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QG,BD10,53.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QH,BD10,74.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QJ,BD10,67.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QL,BD10,47.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QN,BD10,63.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QP,BD10,30.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QQ,BD10,80.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QR,BD10,49.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QT,BD10,53.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QU,BD10,51.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QX,BD10,36.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QY,BD10,42.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108QZ,BD10,60.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RA,BD10,72.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RB,BD10,90.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RD,BD10,73.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RE,BD10,47,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RG,BD10,51.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RH,BD10,86.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RL,BD10,75.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RP,BD10,18.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RQ,BD10,83.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RR,BD10,54.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RS,BD10,68.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RU,BD10,75.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RW,BD10,35.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RX,BD10,32.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RY,BD10,73.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108RZ,BD10,26.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SA,BD10,54.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SB,BD10,101.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SF,BD10,48.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SH,BD10,26.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SL,BD10,27.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SN,BD10,52.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SP,BD10,23.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108ST,BD10,30.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SU,BD10,31.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SX,BD10,39.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SY,BD10,27,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108SZ,BD10,38.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TB,BD10,69.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TD,BD10,54.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TE,BD10,82.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TF,BD10,17.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TN,BD10,52.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TR,BD10,15.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108TW,BD10,66.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UA,BD10,20.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UB,BD10,23.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UE,BD10,25.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UF,BD10,28.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UG,BD10,32.2,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UJ,BD10,52.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UL,BD10,66.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UN,BD10,15.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UQ,BD10,49.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UT,BD10,17,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108UU,BD10,19.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WA,BD10,39.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WB,BD10,21.5,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WD,BD10,26.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WE,BD10,31,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WF,BD10,28,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WG,BD10,35.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WH,BD10,34,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WJ,BD10,34.8,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WL,BD10,36.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WN,BD10,36.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WP,BD10,30.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WQ,BD10,27.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WR,BD10,35.4,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WS,BD10,37,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WT,BD10,40.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WU,BD10,37.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WW,BD10,34.1,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WX,BD10,41.3,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108WY,BD10,34.7,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108XB,BD10,60,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108XD,BD10,67.9,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108XE,BD10,40.6,BRADFORD,BRADFORD,WEST YORKSHIRE
BD108XN,BD10,56.8,BRADFORD,BRADFORD,WEST YORKSHIRE
